year,election,jurisdiction,position,candidate,precinct,vote_count,vote_percent
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2283,4,3.51
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2292,2,1.04
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2293,4,1.83
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2295,3,1.46
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2296,2,1.43
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2297,5,4.9
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2298,6,4.14
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2299,4,3.17
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2303,3,2.05
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2304,6,3.95
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2305,4,2.45
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2306,5,3.91
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2307,4,2.96
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2308,4,2.4
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2309,3,2.59
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2310,4,2
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2311,2,0.93
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2313,10,8.77
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2314,1,0.6
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2316,9,5.42
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2317,10,5.43
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2318,9,7.83
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2319,8,4.23
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2320,6,4.8
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2321,2,1.22
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2322,8,3.98
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2323,9,4.07
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2324,8,5.37
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2325,8,4.26
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2326,5,3.11
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2327,1,1.15
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2328,1,0.9
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2330,3,1.97
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2332,3,2.86
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2333,6,4.8
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2334,9,3.86
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2335,10,4.88
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2336,15,6.49
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2337,8,5.8
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2338,7,5.3
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2339,5,4.85
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2340,4,1.9
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2341,9,3.69
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2342,7,4.61
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2343,1,0.81
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2344,7,5.88
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2345,4,3.1
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2346,13,6.02
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2347,9,4.35
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2348,0,0
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2349,3,2.19
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2350,3,2
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2351,3,2.31
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2352,8,6.06
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2353,5,5.95
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2355,5,4.07
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2357,4,1.86
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2358,6,3.77
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2359,10,6.29
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2360,16,10.13
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2361,5,4.81
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2363,2,1.89
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2364,6,5.04
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2366,7,4.73
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2367,5,4
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2369,8,4.79
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2370,8,12.12
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2371,12,4.65
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2373,5,3.79
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2379,2,0.9
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2500,9,3.25
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2537,3,5.56
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2619,7,8.54
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-2796,5,3.5
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-3252,8,5.52
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-3677,8,5.67
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-3728,4,2
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-3815,9,10.47
2023,Primary,Seattle School District No. 1,Director District No. 1,Blaine Parce,SEA 46-3959,0,0
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 32-2153,23,20
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 32-2200,40,23.39
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 32-2201,66,33
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 32-2202,47,24.23
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 32-2203,35,20.35
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 32-2204,29,18.47
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 32-2206,45,24.32
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 32-2208,33,20.5
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 32-2209,63,23.16
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 32-2210,94,32.41
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 32-2211,44,19.82
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 32-2215,77,26.74
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 32-2216,58,28.16
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 32-2217,43,25.44
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 32-2218,50,23.7
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 32-2221,48,26.82
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 32-2224,56,29.95
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 32-2539,64,23.36
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 32-3568,39,31.2
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 32-3656,43,24.02
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 32-3746,23,24.21
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 32-3943,27,34.18
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 32-3944,28,27.18
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 36-2125,46,26.74
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 36-2126,51,22.17
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 36-2130,29,20.57
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 36-2131,36,21.43
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 36-2133,29,17.37
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 36-2134,41,21.69
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 36-2517,46,20.54
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 36-2518,44,23.91
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 36-2520,47,24.87
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 36-2523,63,26.58
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 36-2528,73,30.29
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 36-2529,57,30.65
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 36-2532,45,22.96
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 36-2533,28,16.57
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 36-2534,33,20.75
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 36-2535,35,18.32
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 36-2536,40,18.18
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 36-3153,55,29.41
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 36-3744,41,18.64
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 36-3972,17,17.71
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-1311,29,21.48
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-1400,29,19.73
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-1401,43,25
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-1402,26,17.93
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-1403,28,16.47
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-1404,31,24.8
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2127,28,14.66
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2128,30,20.27
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2129,42,17.8
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2142,44,18.64
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2143,18,20.45
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2145,40,20.41
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2152,26,22.61
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2228,34,20.73
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2268,61,29.05
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2282,59,20.7
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2283,26,22.81
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2292,53,27.6
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2293,31,14.22
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2295,38,18.45
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2296,40,28.57
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2297,24,23.53
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2298,29,20
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2299,22,17.46
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2303,31,21.23
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2304,39,25.66
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2305,37,22.7
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2306,24,18.75
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2307,24,17.78
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2308,36,21.56
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2309,22,18.97
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2310,58,29
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2311,43,20.09
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2313,25,21.93
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2314,22,13.25
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2316,36,21.69
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2317,35,19.02
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2318,29,25.22
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2319,46,24.34
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2320,31,24.8
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2321,39,23.78
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2322,46,22.89
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2323,38,17.19
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2324,24,16.11
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2325,49,26.06
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2326,43,26.71
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2327,27,31.03
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2328,20,18.02
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2330,24,15.79
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2332,27,25.71
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2333,16,12.8
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2334,50,21.46
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2335,53,25.85
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2336,43,18.61
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2337,24,17.39
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2338,27,20.45
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2339,27,26.21
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2340,63,29.86
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2341,47,19.26
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2342,31,20.39
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2343,23,18.55
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2344,31,26.05
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2345,29,22.48
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2346,41,18.98
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2347,48,23.19
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2348,24,19.51
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2349,20,14.6
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2350,41,27.33
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2351,21,16.15
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2352,28,21.21
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2353,14,16.67
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2355,31,25.2
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2357,43,20
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2358,32,20.13
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2359,33,20.75
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2360,26,16.46
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2361,23,22.12
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2363,32,30.19
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2364,33,27.73
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2366,29,19.59
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2367,28,22.4
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2369,41,24.55
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2370,9,13.64
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2371,58,22.48
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2373,33,25
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2379,48,21.52
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2500,68,24.55
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2537,10,18.52
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2619,11,13.41
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-2796,39,27.27
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-3252,21,14.48
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-3677,27,19.15
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-3728,57,28.5
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-3815,18,20.93
2023,Primary,Seattle School District No. 1,Director District No. 1,Debbie Carlsen,SEA 46-3959,15,18.52
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 32-2153,70,60.87
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 32-2200,106,61.99
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 32-2201,97,48.5
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 32-2202,113,58.25
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 32-2203,101,58.72
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 32-2204,103,65.61
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 32-2206,106,57.3
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 32-2208,90,55.9
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 32-2209,135,49.63
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 32-2210,146,50.34
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 32-2211,127,57.21
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 32-2215,155,53.82
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 32-2216,111,53.88
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 32-2217,88,52.07
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 32-2218,127,60.19
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 32-2221,102,56.98
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 32-2224,96,51.34
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 32-2539,165,60.22
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 32-3568,63,50.4
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 32-3656,103,57.54
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 32-3746,55,57.89
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 32-3943,43,54.43
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 32-3944,53,51.46
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 36-2125,105,61.05
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 36-2126,147,63.91
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 36-2130,97,68.79
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 36-2131,111,66.07
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 36-2133,113,67.66
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 36-2134,117,61.9
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 36-2517,152,67.86
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 36-2518,111,60.33
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 36-2520,114,60.32
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 36-2523,128,54.01
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 36-2528,129,53.53
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 36-2529,87,46.77
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 36-2532,101,51.53
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 36-2533,120,71.01
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 36-2534,104,65.41
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 36-2535,130,68.06
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 36-2536,139,63.18
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 36-3153,98,52.41
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 36-3744,146,66.36
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 36-3972,67,69.79
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 46-1311,89,65.93
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 46-1400,96,65.31
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 46-1401,113,65.7
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 46-1402,99,68.28
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 46-1403,126,74.12
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 46-1404,83,66.4
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 46-2127,131,68.59
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 46-2128,85,57.43
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 46-2129,160,67.8
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 46-2142,146,61.86
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 46-2143,55,62.5
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 46-2145,109,55.61
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 46-2152,63,54.78
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 46-2228,101,61.59
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 46-2268,113,53.81
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 46-2282,169,59.3
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 46-2283,72,63.16
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 46-2292,125,65.1
2023,Primary,Seattle School District No. 1,Director District No. 1,Liza Rankin,SEA 46-2293,157,72.02
